8.557647580030453005e-01,9.440225667370517604e-01,8.756565220512655401e-01,7.576900422998318341e-01,7.203682082539373255e-01,9.492182519136570518e-01
8.944554963006654535e-01,9.380006658535762210e-01,8.537292047709529319e-01,7.366245563962692255e-01,7.458862526798507586e-01,9.956701935613446741e-01
9.210041638386980978e-01,9.273086769017783171e-01,8.302165085694604985e-01,7.198603609084652799e-01,7.856471138057925518e-01,1.030832270114954596e+00
9.370200426984310882e-01,9.129114380687357588e-01,8.057584284111859452e-01,7.097268296159531253e-01,8.370073263576165434e-01,1.055741565160237094e+00
9.441674065454712661e-01,8.955238082501537633e-01,7.812121478676823383e-01,7.089719084655554671e-01,8.941396078323723406e-01,1.073315173045746196e+00
9.440225667370517604e-01,8.756565220512655401e-01,7.576900422998318341e-01,7.203682082539373255e-01,9.492182519136570518e-01,1.086800262129608230e+00
9.380006658535762210e-01,8.537292047709529319e-01,7.366245563962692255e-01,7.458862526798507586e-01,9.956701935613446741e-01,1.098985046998857351e+00
9.273086769017783171e-01,8.302165085694604985e-01,7.198603609084652799e-01,7.856471138057925518e-01,1.030832270114954596e+00,1.111920337951453508e+00
9.129114380687357588e-01,8.057584284111859452e-01,7.097268296159531253e-01,8.370073263576165434e-01,1.055741565160237094e+00,1.126879246186938355e+00
8.955238082501537633e-01,7.812121478676823383e-01,7.089719084655554671e-01,8.941396078323723406e-01,1.073315173045746196e+00,1.144416002452198322e+00
8.756565220512655401e-01,7.576900422998318341e-01,7.203682082539373255e-01,9.492182519136570518e-01,1.086800262129608230e+00,1.164465730487380446e+00
8.537292047709529319e-01,7.366245563962692255e-01,7.458862526798507586e-01,9.956701935613446741e-01,1.098985046998857351e+00,1.186456732677043435e+00
8.302165085694604985e-01,7.198603609084652799e-01,7.856471138057925518e-01,1.030832270114954596e+00,1.111920337951453508e+00,1.209428417209989837e+00
8.057584284111859452e-01,7.097268296159531253e-01,8.370073263576165434e-01,1.055741565160237094e+00,1.126879246186938355e+00,1.232175641678290079e+00
7.812121478676823383e-01,7.089719084655554671e-01,8.941396078323723406e-01,1.073315173045746196e+00,1.144416002452198322e+00,1.253442317523176808e+00
7.576900422998318341e-01,7.203682082539373255e-01,9.492182519136570518e-01,1.086800262129608230e+00,1.164465730487380446e+00,1.272145163570904014e+00
7.366245563962692255e-01,7.458862526798507586e-01,9.956701935613446741e-01,1.098985046998857351e+00,1.186456732677043435e+00,1.287573263629920195e+00
7.198603609084652799e-01,7.856471138057925518e-01,1.030832270114954596e+00,1.111920337951453508e+00,1.209428417209989837e+00,1.299522112183771672e+00
7.097268296159531253e-01,8.370073263576165434e-01,1.055741565160237094e+00,1.126879246186938355e+00,1.232175641678290079e+00,1.308356019530587000e+00
7.089719084655554671e-01,8.941396078323723406e-01,1.073315173045746196e+00,1.144416002452198322e+00,1.253442317523176808e+00,1.315007435916528911e+00
7.203682082539373255e-01,9.492182519136570518e-01,1.086800262129608230e+00,1.164465730487380446e+00,1.272145163570904014e+00,1.320893149003174338e+00
7.458862526798507586e-01,9.956701935613446741e-01,1.098985046998857351e+00,1.186456732677043435e+00,1.287573263629920195e+00,1.327652467396700953e+00
7.856471138057925518e-01,1.030832270114954596e+00,1.111920337951453508e+00,1.209428417209989837e+00,1.299522112183771672e+00,1.336515694086155781e+00
8.370073263576165434e-01,1.055741565160237094e+00,1.126879246186938355e+00,1.232175641678290079e+00,1.308356019530587000e+00,1.347073374914389721e+00
8.941396078323723406e-01,1.073315173045746196e+00,1.144416002452198322e+00,1.253442317523176808e+00,1.315007435916528911e+00,1.355594913182702310e+00
9.492182519136570518e-01,1.086800262129608230e+00,1.164465730487380446e+00,1.272145163570904014e+00,1.320893149003174338e+00,1.354834272429216169e+00
9.956701935613446741e-01,1.098985046998857351e+00,1.186456732677043435e+00,1.287573263629920195e+00,1.327652467396700953e+00,1.338462586729959103e+00
1.030832270114954596e+00,1.111920337951453508e+00,1.209428417209989837e+00,1.299522112183771672e+00,1.336515694086155781e+00,1.306343218161444497e+00
1.055741565160237094e+00,1.126879246186938355e+00,1.232175641678290079e+00,1.308356019530587000e+00,1.347073374914389721e+00,1.263259908893023864e+00
1.073315173045746196e+00,1.144416002452198322e+00,1.253442317523176808e+00,1.315007435916528911e+00,1.355594913182702310e+00,1.214556576449777658e+00
1.086800262129608230e+00,1.164465730487380446e+00,1.272145163570904014e+00,1.320893149003174338e+00,1.354834272429216169e+00,1.163971216981563694e+00
1.098985046998857351e+00,1.186456732677043435e+00,1.287573263629920195e+00,1.327652467396700953e+00,1.338462586729959103e+00,1.113465144432876697e+00
1.111920337951453508e+00,1.209428417209989837e+00,1.299522112183771672e+00,1.336515694086155781e+00,1.306343218161444497e+00,1.063687980132622002e+00
1.126879246186938355e+00,1.232175641678290079e+00,1.308356019530587000e+00,1.347073374914389721e+00,1.263259908893023864e+00,1.014503079486780202e+00
1.144416002452198322e+00,1.253442317523176808e+00,1.315007435916528911e+00,1.355594913182702310e+00,1.214556576449777658e+00,9.654416951068435226e-01
1.164465730487380446e+00,1.272145163570904014e+00,1.320893149003174338e+00,1.354834272429216169e+00,1.163971216981563694e+00,9.160572980793113551e-01
1.186456732677043435e+00,1.287573263629920195e+00,1.327652467396700953e+00,1.338462586729959103e+00,1.113465144432876697e+00,8.661570188876648313e-01
1.209428417209989837e+00,1.299522112183771672e+00,1.336515694086155781e+00,1.306343218161444497e+00,1.063687980132622002e+00,8.158945662563505952e-01
1.232175641678290079e+00,1.308356019530587000e+00,1.347073374914389721e+00,1.263259908893023864e+00,1.014503079486780202e+00,7.657360283300748138e-01
1.253442317523176808e+00,1.315007435916528911e+00,1.355594913182702310e+00,1.214556576449777658e+00,9.654416951068435226e-01,7.163409842722350263e-01
1.272145163570904014e+00,1.320893149003174338e+00,1.354834272429216169e+00,1.163971216981563694e+00,9.160572980793113551e-01,6.684173588696024071e-01
1.287573263629920195e+00,1.327652467396700953e+00,1.338462586729959103e+00,1.113465144432876697e+00,8.661570188876648313e-01,6.226008734305347181e-01
1.299522112183771672e+00,1.336515694086155781e+00,1.306343218161444497e+00,1.063687980132622002e+00,8.158945662563505952e-01,5.793830508979115335e-01
1.308356019530587000e+00,1.347073374914389721e+00,1.263259908893023864e+00,1.014503079486780202e+00,7.657360283300748138e-01,5.390830165209014035e-01
1.315007435916528911e+00,1.355594913182702310e+00,1.214556576449777658e+00,9.654416951068435226e-01,7.163409842722350263e-01,5.018437535314028697e-01
1.320893149003174338e+00,1.354834272429216169e+00,1.163971216981563694e+00,9.160572980793113551e-01,6.684173588696024071e-01,4.676350888609607237e-01
1.327652467396700953e+00,1.338462586729959103e+00,1.113465144432876697e+00,8.661570188876648313e-01,6.226008734305347181e-01,4.362587446306005479e-01
1.336515694086155781e+00,1.306343218161444497e+00,1.063687980132622002e+00,8.158945662563505952e-01,5.793830508979115335e-01,4.073718930409215289e-01
1.347073374914389721e+00,1.263259908893023864e+00,1.014503079486780202e+00,7.657360283300748138e-01,5.390830165209014035e-01,3.805667964569035555e-01
